"Median_House_Value","Median_Income","Median_Age","Tot_Rooms","Tot_Bedrooms","Population","Households","Latitude","Longitude","Distance_to_coast","Distance_to_LA","Distance_to_SanDiego","Distance_to_SanJose","Distance_to_SanFrancisco"
105300,1.886,23,3135,707,1650,680,37.99,-121.31,20236.8393812827,517382.858169954,696602.782334364,89053.5938481489,101297.667287831
1e+05,1.7774,23,3706,1106,3785,1019,38,-121.3,20693.6853952618,517837.232858799,697038.197696526,90467.5840108816,102411.098499117
1e+05,3.2788,29,2289,449,1215,435,38.01,-121.3,20385.9404485869,518770.541462192,697962.59642827,91376.0205756321,102683.110884943
116200,2.6495,27,2918,580,1338,544,38,-121.3,20693.6853952618,517837.232858799,697038.197696526,90467.5840108816,102411.098499117
108400,4.3958,35,2097,351,977,358,38,-121.31,19859.994417306,518314.537865424,697525.923800319,89962.6339736731,101560.605139218
131900,3.9792,19,908,158,306,154,38,-121.31,19859.994417306,518314.537865424,697525.923800319,89962.6339736731,101560.605139218
92100,2.7981,24,4157,951,2734,879,38.02,-121.31,19277.3795897461,520180.017252332,699373.848373384,91794.1163966826,102120.775301253
95500,3.994,30,2547,485,1547,501,38.01,-121.3,20385.9404485869,518770.541462192,697962.59642827,91376.0205756321,102683.110884943
104800,3.0729,23,3251,689,1890,668,38.02,-121.32,18421.4904268898,520656.59926336,699860.991022874,91305.1216181996,101275.678983216
101600,2.8348,22,2101,514,1304,511,38.01,-121.31,19539.2411185764,519246.925495146,698449.613203684,90876.1863970607,101835.005276355
90500,1.4274,22,2575,680,1367,645,38.01,-121.31,19539.2411185764,519246.925495146,698449.613203684,90876.1863970607,101835.005276355
117600,4.0156,8,2668,447,1713,444,38.04,-121.3,19811.5509943028,521574.661049058,700739.049686821,94127.5417385698,103566.508708484
102800,3.1471,13,1014,200,712,197,38.03,-121.3,19942.9445357054,520639.259320484,699813.024576504,93206.1280964327,103260.91020393
107700,4.0227,10,1409,248,782,222,38.03,-121.3,19942.9445357054,520639.259320484,699813.024576504,93206.1280964327,103260.91020393
97300,3.1779,16,2128,441,1860,459,38.04,-121.29,20683.855381896,521102.142324762,700254.986898021,94618.18757248,104407.581789786
91100,2.2672,16,4356,881,1629,818,38.03,-121.29,20809.8577937365,520165.828111141,699328.257189387,93701.6659379557,104104.566777097
94100,3.0907,11,3585,729,2769,715,38.03,-121.28,21677.478470582,519693.518789261,698844.326730182,94202.8174621569,104948.776090161
111300,2.5842,7,2021,441,1615,406,38.03,-121.29,20809.8577937365,520165.828111141,699328.257189387,93701.6659379557,104104.566777097
107400,3.9265,11,826,150,684,166,38.03,-121.28,21677.478470582,519693.518789261,698844.326730182,94202.8174621569,104948.776090161
99000,2.5437,12,2006,426,1849,396,38.02,-121.29,20994.0787616764,519230.205201579,698402.06597225,92789.4163372729,103812.577130649
106300,2.5473,16,2717,621,3343,643,38.02,-121.3,20134.9788960748,519704.551541183,698887.539440981,92288.9122388275,102966.412425569
95000,2.505,11,2866,654,1404,525,38.03,-121.3,19942.9445357054,520639.259320484,699813.024576504,93206.1280964327,103260.91020393
87500,2.8523,4,1515,384,491,348,38.02,-121.3,20134.9788960748,519704.551541183,698887.539440981,92288.9122388275,102966.412425569
124500,2.375,4,1392,322,1784,309,38,-121.29,21530.7275195735,517361.04829421,696551.307603597,90978.2466713229,103262.044517037
137900,4.4871,2,6403,1116,3327,957,38.01,-121.29,21235.0031416764,518295.277339903,697476.415391856,91881.5660156683,103531.706134742
95900,3.175,8,1868,392,1258,389,38.02,-121.28,21854.5022170894,518756.981309167,697917.429715625,93295.5368168852,104659.256610495
120800,3.75,10,69,16,50,20,38.01,-121.29,21235.0031416764,518295.277339903,697476.415391856,91881.5660156683,103531.706134742
82800,3.4107,26,378,75,164,65,38.05,-121.27,22367.5075614684,521099.291645508,700218.044403092,96527.2388020165,106400.237647349
155000,2.9821,32,342,58,138,52,38.02,-121.27,22716.0988515884,518284.882943526,697433.632421372,93807.1827653503,105506.438462437
112500,1.15,52,122,26,62,25,38.05,-121.3,19742.0090994379,522510.752999954,701665.612634004,95053.0310893794,103883.109972476
106800,3.5735,25,1967,362,1035,361,38.05,-121.25,24117.9948997196,520163.946494117,699257.195121052,97537.3541758692,108081.355786002
201800,4.9861,26,3080,473,1257,465,38.04,-121.25,24175.494318721,519223.311184323,698327.11954872,96635.9967231468,107777.650587033
112500,2.6994,16,2397,501,1053,557,38.01,-121.25,24649.9933368323,516405.481790013,695540.083741549,93959.000910196,106930.750110533
247900,6.1805,32,1829,262,677,243,38.04,-121.23,25922.4240161193,518290.684709424,697368.240552149,97676.8355390156,109465.963976346
212500,5.5376,42,343,50,116,49,38.04,-121.22,26796.1030678264,517826.07948162,696890.070834234,98204.9446067506,110310.896494789
220700,6.6605,29,2465,327,859,315,38.03,-121.25,24283.8263802381,518283.352833083,697397.574377181,95739.0675869949,107484.590090909
162100,2.8167,35,1841,300,783,285,38,-121.22,27457.9676122395,514059.389767577,693166.633276687,94704.9459132516,109230.450931773
125000,2.4342,22,1526,299,790,300,38.01,-121.24,25507.4848882976,515935.863630052,695058.107745264,94491.7173543433,107781.621655917
135000,2.8958,21,446,73,182,57,38,-121.25,24905.6303119428,515467.57655064,694612.142555353,93076.1271320764,106670.138232037
87500,2.3333,27,429,102,179,90,37.99,-121.26,24370.9818013828,515002.955797665,694168.978182927,91660.4677867145,105565.723937172
126800,2.4688,25,1471,300,721,304,38,-121.24,25754.7258487239,514997.040802212,694129.458944184,93613.9405380035,107523.187798845
153100,5.5693,38,523,80,226,72,37.99,-121.23,26888.8230168514,513588.590805976,692718.801752366,93289.3106676813,108131.166914463
181300,5.0362,27,849,137,373,131,37.98,-121.23,27214.6044761104,512650.227663694,691790.519671179,92426.9447688944,107896.605896348
157700,6.0582,39,440,83,270,97,37.97,-121.2,30060.7332743384,510302.943973883,689415.976575037,93275.6307207826,110252.99038454
177100,3.225,35,703,117,290,107,38.04,-121.19,29417.8442410496,516439.132751183,695460.661804768,99819.0516116198,112848.657798326
156300,1.4732,28,253,50,201,51,38.03,-121.16,32123.1979739347,514114.434101278,693103.0784817,100623.034328477,115117.963991437
125000,3.3882,44,608,108,287,83,38.02,-121.2,28771.2535055353,515011.96862269,694070.689709748,97535.9947848054,111449.813883057
130900,2.4674,31,2450,559,1459,478,37.99,-121.18,31125.6674125676,511254.214897102,690318.838228399,96103.9907678158,112413.826389875
130400,3.6389,28,1374,248,769,229,37.97,-121.17,32563.4291006033,508903.711712259,687976.867150833,95024.0963511522,112835.420885628
59000,2.7958,32,2081,472,1342,411,37.95,-121.23,28431.4872992047,509839.317640319,689008.923736012,89872.7476938718,107259.024313534
99700,2.1513,27,1621,363,909,345,37.93,-121.19,32551.2634626744,506076.827683943,685218.456738945,90569.1211972791,110356.501614482
150000,1.125,20,268,78,77,49,37.94,-121.23,28911.3603736392,508903.753591937,688082.815826883,89032.8399116942,107068.749624635
121400,4.75,21,336,68,206,73,37.93,-121.22,30199.091159357,507494.153516315,686671.276710848,88784.3261724691,107756.129378183
76900,2.8676,30,1055,211,629,170,37.95,-121.22,29231.2353267333,509366.440510831,688524.377293672,90447.1343343271,108122.257381145
146900,2.5625,35,411,74,193,59,37.96,-121.18,32081.2085363708,508427.362083093,687524.950957959,93611.677735662,111770.554010377
137500,2.625,16,50,10,20,6,37.9,-121.24,30431.1323707116,505647.348221828,684872.890673046,85137.6867988814,105550.038251437
158300,3.1719,42,465,93,256,93,37.88,-121.26,30391.492339528,504750.682834176,684011.655106542,82313.3451368251,103546.648176843
55700,0.9614,28,371,71,171,70,37.9,-121.28,27622.0225668668,507573.631101258,686837.342033738,82798.3832281483,102069.582811643
83600,1.6458,43,968,249,664,240,37.88,-121.27,29725.9270048103,505234.724620025,684504.64306152,81719.1702937404,102674.134682214
104000,2.9531,34,1010,206,678,234,37.87,-121.27,30470.2306446433,504308.024429934,683585.33579918,80901.261883233,102559.282078383
125000,2.9,38,226,44,125,38,37.9,-121.31,25628.1243493943,509030.23836869,688319.52965656,81100.0773525493,99460.7222123478
162500,5.7485,26,161,27,1542,30,37.89,-121.29,27674.8285100512,507131.753129515,686411.572967248,81383.3988290276,101058.584768827
103100,2.6563,29,488,108,308,115,37.87,-121.29,29206.3557165283,505281.422669418,684575.299929621,79716.4732548116,100812.327276628
162500,3.65,49,98,24,59,26,37.87,-121.23,33131.9716327175,502374.891600931,681615.558858985,83332.0791007729,106054.15078815
162500,2.2891,31,1860,394,1848,293,37.94,-121.49,13255.3003044977,521615.692585623,700992.805587128,76012.1389998168,84676.2595948819
156300,2.6842,44,1158,226,1094,224,37.88,-121.38,23343.7864772605,510633.441594013,689982.84442296,75553.5792864805,93083.6185701953
123500,2.2619,13,3192,715,1768,626,38.13,-121.47,9556.81789737906,538087.008428513,717345.572547521,95859.3426578108,93120.1475472996
96300,2.0284,35,1507,313,868,283,38.22,-121.42,20440.307083782,544090.426865216,723221.228664511,106779.113764604,101550.13493918
185700,4.3553,42,2051,334,878,318,38.15,-121.36,17854.3062431395,534707.99908964,713836.220314623,101978.363773215,102804.711454576
240800,3.5,14,2049,398,1071,369,38.16,-121.32,21371.9139231741,533779.152297458,712846.637476271,104613.28876387,106455.17086325
186900,5.5942,5,3136,501,1327,467,38.13,-121.32,19768.6078636052,530956.081520778,710055.295416461,101707.56348722,105172.932575642
147200,5.5057,32,1706,292,923,284,38.09,-121.35,15810.1031045877,528618.599171171,707792.477602432,96543.4378742594,101134.592179593
130100,3.9323,5,5428,994,2725,902,38.15,-121.32,20791.798856045,532837.471678517,711915.671583241,103641.835844805,106017.820118127
178100,3.95,22,393,58,134,57,38.12,-121.23,26812.3371668024,525848.772772821,704834.659815116,104928.258155798,112143.172580826
202800,3.6312,48,561,81,240,69,38.11,-121.23,26540.1636014762,524901.724089301,703899.547980913,104007.873215557,111773.320585688
230000,6.4562,23,633,91,236,83,38.09,-121.23,26129.6105897955,523009.569864269,702030.864934193,102178.533611133,111063.320583928
155000,2.0625,35,930,186,525,201,38.09,-121.26,23534.414090146,524396.688633505,703459.970353237,100695.618352745,108570.625282324
175000,2.0694,31,335,53,154,55,38.09,-121.3,20086.6360941784,526261.949321489,705377.200383186,98793.4471842908,105257.505191764
204500,3.1917,21,1185,207,533,213,38.07,-121.29,20663.3509375341,523915.195712266,703038.385671618,97392.1757999905,105381.810656508
152800,3.0592,28,2103,422,1167,391,38.07,-121.25,24156.6250634878,522047.233349584,701118.929023496,99352.8713407272,108720.340340661
127400,3.875,27,836,132,303,133,38.14,-121.29,22617.3771395617,530502.499563316,709551.436218014,103993.258785866,108022.046077675
120700,3.2123,17,3507,696,1867,709,38.14,-121.3,21823.6043604133,530966.037326281,710028.533989782,103547.653098578,107210.445440371
101800,3.2338,34,2770,544,1409,535,38.14,-121.29,22617.3771395617,530502.499563316,709551.436218014,103993.258785866,108022.046077675
110800,2.515,34,1500,337,674,282,38.14,-121.29,22617.3771395617,530502.499563316,709551.436218014,103993.258785866,108022.046077675
113500,2.3917,31,1008,212,453,195,38.13,-121.29,22182.0990759134,529559.472998591,708619.437386209,103040.140754921,107614.374260289
116700,2.8942,27,1004,192,470,192,38.13,-121.3,21372.0529399097,530023.897194454,709097.225077408,102590.333843213,106799.563884513
131800,3.2303,23,2864,504,1298,499,38.13,-121.3,21372.0529399097,530023.897194454,709097.225077408,102590.333843213,106799.563884513
175300,4.8787,23,4183,633,1886,628,38.15,-121.29,23098.0265748457,531446.177804646,710483.950599081,104949.501874136,108439.586813042
99500,3.3987,37,3278,623,1431,575,38.14,-121.28,23416.9432567254,530040.077054145,709075.172030568,104444.366537842,108834.656648767
86900,2.2883,33,3557,894,2659,894,38.14,-121.27,24221.7289907197,529578.772725156,708599.743113151,104900.905367456,109648.25469033
137500,2.125,40,929,257,576,229,38.14,-121.27,24221.7289907197,529578.772725156,708599.743113151,104900.905367456,109648.25469033
128800,4.119,38,2803,500,1223,509,38.14,-121.28,23416.9432567254,530040.077054145,709075.172030568,104444.366537842,108834.656648767
143200,4.0625,48,1892,333,804,352,38.13,-121.28,22996.913773791,529096.16469408,708142.483599246,103495.464847954,108430.151161105
114100,2.1979,52,1081,257,437,225,38.13,-121.27,23816.0075906185,528633.975219821,707666.365407528,103956.233622089,109246.872925738
98200,2.1771,40,2402,509,1197,486,38.13,-121.27,23816.0075906185,528633.975219821,707666.365407528,103956.233622089,109246.872925738
125400,2.5401,32,3366,676,1916,697,38.13,-121.28,22996.913773791,529096.16469408,708142.483599246,103495.464847954,108430.151161105
110700,2.8237,34,3268,640,1906,628,38.12,-121.28,22623.78632592,528152.904919384,707210.311295805,102549.839538547,108035.575289768
108000,2.4949,44,2356,482,1043,443,38.12,-121.27,23456.0254946288,527689.827714333,706733.502368409,103014.901211384,108855.369101607
154800,5,20,3168,514,1390,490,38.13,-121.29,22182.0990759134,529559.472998591,708619.437386209,103040.140754921,107614.374260289
153700,5.0528,26,2256,360,937,372,38.13,-121.3,21372.0529399097,530023.897194454,709097.225077408,102590.333843213,106799.563884513
132500,3.9607,18,1534,275,741,263,38.12,-121.29,21794.9109627378,528617.101598161,707687.956140572,102090.235308274,107216.683935206
229300,7.6889,11,1792,252,767,263,38.12,-121.3,20969.7983035012,529082.414799206,708166.435206381,101636.162562416,106398.715884585
171700,4.196,5,5979,1190,2679,1084,38.11,-121.3,20619.7257341006,528141.593658063,707236.166426054,100685.228754172,106008.015260275
103000,2.4482,11,3163,794,2106,762,38.11,-121.27,23143.9170981216,526746.333703914,705801.156036541,102077.000519288,108473.850172381
136800,3.8825,10,2974,588,1559,568,38.11,-121.28,22299.9153651721,527210.301232797,706278.657163887,101607.582085957,107651.038220578
120100,3.8672,15,2039,384,1178,375,38.11,-121.27,23143.9170981216,526746.333703914,705801.156036541,102077.000519288,108473.850172381
133100,2.5556,13,2432,586,1441,606,38.1,-121.28,22027.4736599106,526268.357159709,705347.523256794,100668.787059408,107276.64790695
163300,3.775,14,1551,297,785,281,38.1,-121.29,21175.0313802014,526734.338353524,705826.554603496,100200.427325211,106451.69243054
70700,1.9238,39,2614,634,1862,654,38.13,-121.27,23816.0075906185,528633.975219821,707666.365407528,103956.233622089,109246.872925738
87800,2.5587,37,2232,504,1455,471,38.12,-121.27,23456.0254946288,527689.827714333,706733.502368409,103014.901211384,108855.369101607
68800,2.2188,38,1419,411,1226,397,38.13,-121.26,24638.953757827,528172.907517893,707191.084503658,104422.374997368,110064.518511097
73800,1.8575,27,1818,459,1182,428,38.12,-121.26,24291.2827219996,527227.872937708,706257.53105633,103485.346744528,109676.045124628
91100,3.2993,25,1305,270,789,235,38.13,-121.25,25465.3787882503,527712.964533492,706716.6425818,104893.817342057,110883.067471268
150900,4.2448,4,2058,366,933,316,38.11,-121.26,23990.157182917,526283.48925292,705324.492848871,102551.813149784,109297.502992514
115100,3.1284,8,2770,642,1611,633,38.11,-121.26,23990.157182917,526283.48925292,705324.492848871,102551.813149784,109297.502992514
133300,2.3,16,1174,242,464,261,38.14,-121.25,25845.0057866544,528659.530328805,707651.397839037,105829.994254341,111278.326484449
116800,3.5333,10,3371,665,1823,654,38.14,-121.26,25031.2308858692,529118.589505855,708125.151153035,105362.804670697,110462.81837387
82900,1.75,35,2607,685,2016,618,38.13,-121.27,23816.0075906185,528633.975219821,707666.365407528,103956.233622089,109246.872925738
83100,2.0875,25,2549,675,2053,648,38.13,-121.26,24638.953757827,528172.907517893,707191.084503658,104422.374997368,110064.518511097
113000,3.3929,28,2593,487,1365,457,38.22,-121.24,30914.4557732417,535803.899497592,714680.161883942,113874.100250211,115570.501593708
151200,3.475,24,4411,776,2038,732,38.16,-121.22,29115.253626387,529189.449710715,708110.338594186,109119.897917194,114531.541498234
244200,4.0924,19,1337,236,744,225,38.17,-121.28,24933.4296562818,532875.694955601,711876.313799283,107309.859238516,110106.643012095
146700,3.6398,27,2643,467,1455,444,38.21,-121.32,24822.3803603293,538497.272845481,717509.164266511,109510.650544976,108786.118311032
122500,2.4906,31,1953,366,999,316,38.16,-121.16,33996.3304532463,526489.889980345,705308.997125514,112068.223892764,119424.043875652
113900,3.5774,14,2591,497,1371,479,38.16,-121.14,35646.6376223485,525599.220654201,704382.037213054,113088.606400339,121061.716579222
2e+05,3.6528,13,651,102,301,104,38.25,-121.06,46058.8932849091,530788.528623717,709268.471818374,125293.471473562,131279.265459103
174200,4.0365,18,4176,700,2164,699,38.21,-121.15,37031.4054035514,530835.992063754,709565.461275565,117136.032453029,122302.209400413
166300,2.9875,19,3326,561,1544,511,38.14,-121.05,42633.343316995,519718.936792537,698355.061093077,116181.213670455,127758.803716387
105000,2.4545,23,762,140,358,141,38.19,-121.09,40896.9302220235,526281.799301625,704922.647805264,118368.995279594,126329.956321503
165200,3.7687,27,2400,435,1085,444,38.13,-121.19,30481.0594026704,524977.091007626,703887.704740259,107829.843190644,115812.257446107
161100,4.8125,21,2333,377,1073,332,38.07,-121.18,30274.6469276073,518821.98487118,697792.389069007,102983.793166045,114587.206174033
176900,4.7069,27,1683,288,873,258,38,-120.97,49037.8905756165,502733.470709802,681422.849253153,109818.680927057,130678.148613361
156500,3.275,17,2474,480,1649,453,37.93,-121.05,43944.8187318132,499602.019091792,678541.493162657,99404.003009767,122510.488415059
187500,2.9241,32,1083,188,471,178,38.04,-121.11,36412.8281717366,512791.523927404,691686.614365058,104327.988887901,119635.907806284
152200,4.517,21,2064,342,1021,359,38.03,-121.09,38232.4368837807,510936.900647341,689810.99537805,104678.710286565,121078.340509894
158900,3.4265,36,683,159,505,141,38,-121.12,36044.036854846,509440.359071186,688403.79760301,100445.370997883,117787.848679989
113400,2.9083,32,2564,513,1198,459,37.8,-120.99,54903.8380615764,484516.395205581,663525.18403276,94880.8507565894,126688.239221135
141300,3.6107,13,4030,744,2248,766,37.8,-121,54155.65661379,484976.087802651,664000.471623366,94142.7682819308,125809.729031659
110900,2.7857,20,2458,491,1227,481,37.79,-120.98,56235.1808949395,483109.235795987,662114.761618594,95029.916165418,127554.999064564
141900,2.883,28,2368,430,1231,403,37.84,-120.97,54291.8463311385,487406.221463434,666329.74147159,98801.591219565,128587.65230189
157600,3.8534,32,2262,416,1156,404,37.77,-120.96,58910.3336722488,480294.962505902,659293.856057592,95391.2890319458,129318.394378006
2e+05,2.5643,32,2916,528,1466,473,37.78,-121.04,52477.0210992966,484942.00080263,664047.859758161,89983.7086935854,122279.849791554
169400,2.683,24,1713,328,1258,324,37.86,-121.06,46249.6096108365,493420.927046222,672463.541264633,93743.0387928731,120834.252735955
97100,2.4598,31,677,144,523,159,37.74,-121.13,49368.7704191978,485468.844606598,664718.665105123,80928.9265795985,114461.524985651
90900,3.4643,28,409,104,244,98,37.74,-121.13,49368.7704191978,485468.844606598,664718.665105123,80928.9265795985,114461.524985651
102200,2.3924,35,1107,227,573,210,37.73,-121.12,50778.4237967254,484056.837566652,663305.0891625,81060.0802905705,115389.702671541
134600,3.6016,21,2376,475,1175,441,37.74,-121.13,49368.7704191978,485468.844606598,664718.665105123,80928.9265795985,114461.524985651
125900,3.3158,40,1126,220,667,235,37.73,-121.13,50167.6649488899,484539.133760458,663797.089144114,80320.0156062298,114511.336738432
182700,4.4213,11,3886,599,1605,529,37.74,-121.11,50617.2503177561,484507.422163444,663737.034636856,82400.711236407,116218.78585052
149000,3.3578,35,1853,331,958,340,37.8,-121.1,46920.0578948767,489640.232646304,668802.406889131,86908.8874083837,117024.798501716
192100,4.1833,22,2606,411,1252,397,37.76,-121.11,49096.3593814938,486373.061916556,665584.898361036,83627.7660951659,116152.069823042
139000,3.4426,7,4956,941,3006,915,37.73,-121.16,48384.6411108798,485993.155903462,665278.329848956,78117.4746256209,111876.311990636
182400,3.4009,22,2430,417,1292,391,37.76,-121.25,40818.9119962173,493174.445326686,672508.353086269,73769.3880294883,103847.509019445
165600,2.6368,34,2123,387,1310,368,37.72,-121.22,45968.8778680583,488012.978000032,667349.970150751,73147.4288215323,106670.583107457
126100,3.6378,17,2879,542,1802,530,37.81,-121.22,38273.0225235951,496321.245397428,675599.482524148,79386.4330875547,106512.204865125
94400,2.1186,28,2608,576,1719,554,37.8,-121.22,39076.4339829314,495395.008247085,674680.529470952,78654.7815557899,106483.382545057
91900,2.125,37,1038,222,521,211,37.8,-121.22,39076.4339829314,495395.008247085,674680.529470952,78654.7815557899,106483.382545057
124300,2.995,18,2404,498,1531,506,37.81,-121.21,38891.7227843943,495836.210517168,675105.625035726,80047.0405149273,107390.277182003
94200,2.7443,31,699,186,460,170,37.8,-121.21,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162
120800,2.1786,44,300,72,160,73,37.8,-121.21,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162
101800,1.4853,45,370,84,167,70,37.8,-121.21,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162
96900,1.6724,33,811,185,446,198,37.79,-121.21,40488.7488294162,493982.553771141,673266.821669069,78605.1379654019,107344.851138766
99200,2.6053,33,1862,429,971,389,37.8,-121.21,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162
172100,5.193,8,1883,298,999,301,37.81,-121.21,38891.7227843943,495836.210517168,675105.625035726,80047.0405149273,107390.277182003
135300,3.7546,28,3264,576,1512,567,37.8,-121.2,40298.9192696869,494424.154804164,673692.196844477,79992.5153588204,108240.240409593
130800,3.5625,24,1698,344,927,313,37.8,-121.2,40298.9192696869,494424.154804164,673692.196844477,79992.5153588204,108240.240409593
101500,2.4798,36,866,160,502,149,37.79,-121.2,41092.9719406953,493496.732799979,672772.345198045,79282.2353178761,108223.538608418
101800,4.0972,37,311,61,171,54,37.8,-121.2,40298.9192696869,494424.154804164,673692.196844477,79992.5153588204,108240.240409593
163900,5.0369,12,3667,640,2173,652,37.81,-121.21,38891.7227843943,495836.210517168,675105.625035726,80047.0405149273,107390.277182003
111800,3.5365,22,1283,256,3082,239,37.88,-121.17,36781.9401098093,500445.967956267,679613.06794491,87877.7404416524,111403.329908376
197600,3.8472,35,2506,406,1316,398,37.82,-121.17,40733.424129882,494839.534752834,674061.995362724,83440.9047655531,110940.897006139
161400,4.4423,18,3415,580,1912,562,37.83,-121.2,38012.519301457,497210.95290041,676455.20080366,82176.8109586958,108358.808575841
212500,7.3718,26,395,74,193,72,37.81,-121.2,39520.2010566008,495352.334986914,674612.624896409,80711.8639108628,108268.359198032
175000,2.7321,8,4019,857,1959,782,37.81,-121.19,40157.998254051,494869.62221254,674120.483992224,81380.7999435749,109146.450669201
112500,1.9464,16,1326,286,509,297,37.79,-121.18,42330.0808196136,492528.585527004,671785.973375177,80648.2756567996,109980.918377241
106300,3.375,4,58,29,79,29,37.78,-121.2,41901.4872933693,492570.073256918,671853.072324652,78581.2696936703,108218.25908061
158300,4.8229,20,273,49,149,49,37.78,-121.23,40155.3334951146,494033.946240693,673341.295703981,76543.5774308791,105581.708776221
195000,4.075,7,5151,867,2553,805,37.79,-121.24,38738.7488059032,495446.964816322,674755.390552248,76598.7919669034,104708.798999051
173900,2.7083,16,1853,390,1013,362,37.79,-121.27,37093.00996656,496921.726200986,676251.628904867,74632.2051585772,102072.76340969
74100,1.6111,13,335,89,247,77,37.8,-121.22,39076.4339829314,495395.008247085,674680.529470952,78654.7815557899,106483.382545057
105000,1.7228,36,1052,221,712,212,37.79,-121.22,39894.6610510772,494469.53504998,673762.155981825,77932.1265926486,106466.165345688
101900,2.5025,38,2152,451,1320,457,37.79,-121.22,39894.6610510772,494469.53504998,673762.155981825,77932.1265926486,106466.165345688
117900,4.0815,21,1922,373,1130,372,37.79,-121.23,39311.1681242743,494957.673206558,674258.346240665,77263.3079816729,105587.481281221
169400,4.4766,5,3107,477,1549,443,37.79,-121.22,39894.6610510772,494469.53504998,673762.155981825,77932.1265926486,106466.165345688
116800,2.7734,23,1985,424,1198,389,37.79,-121.23,39311.1681242743,494957.673206558,674258.346240665,77263.3079816729,105587.481281221
130800,2.2254,11,2451,665,1155,533,37.8,-121.23,38480.6174488994,495882.171303634,675175.980290615,77992.2500456593,105604.961126239
161000,3.5595,6,3883,800,2319,787,37.81,-121.24,37066.9068886004,497294.779610272,676589.762015356,78078.2935344669,104756.090345362
137100,4.2431,15,2906,537,1886,557,37.81,-121.23,37664.5821424378,496807.436226968,676094.195477873,78730.1477622047,105634.142499446
121500,4.0125,20,1811,352,1191,327,37.81,-121.22,38273.0225235951,496321.245397428,675599.482524148,79386.4330875547,106512.204865125
141500,3.1964,13,4452,949,2740,937,37.82,-121.22,37485.3792989767,497248.242231889,676519.012779624,80126.8347408009,106552.622888393
149300,5.5591,16,2085,342,1236,345,37.81,-121.23,37664.5821424378,496807.436226968,676094.195477873,78730.1477622047,105634.142499446
138500,4.6821,8,1289,235,867,239,37.82,-121.23,36864.0261697337,497733.463700052,677012.989437868,79476.7516868449,105675.015706972
155300,4.9271,14,1847,325,1030,309,37.82,-121.23,36864.0261697337,497733.463700052,677012.989437868,79476.7516868449,105675.015706972
155700,4.0208,28,1347,241,713,225,37.84,-121.23,35313.5431058232,499587.789330535,678852.304274385,80995.1123243833,105791.779542126
157900,5.1047,9,6169,959,3378,945,37.82,-121.24,36253.23881267,498219.837257971,677507.819439337,78831.1588679286,104797.425361129
120000,2.2391,35,1034,206,604,192,37.85,-121.3,30242.3851014273,503924.42427107,683239.029603848,77480.4481566553,99739.3102339078
179200,3.1429,36,284,53,130,47,37.81,-121.31,33232.1096553027,500738.170692633,680082.470551814,73649.1683247348,98610.0349935822
475000,3.7292,6,110,26,69,24,37.8,-121.29,35154.0735980173,498829.243843406,678166.549535093,74112.8478397528,100334.546753225
127500,2.6458,26,1170,238,830,216,37.82,-121.27,34489.8366859848,499685.836737462,678997.410780008,76922.4485387092,102164.759778556
86300,2.5156,32,696,151,443,144,37.83,-121.28,33073.8419852047,501098.731390941,680411.328631687,77082.6230165027,101342.674965375
119400,3.65,10,9205,1774,5935,1673,37.82,-121.28,33927.0139770814,500176.784947941,679495.635442611,76295.9579334588,101287.241292987
222800,4.1298,19,2610,474,1290,452,37.77,-121.37,34589.3106256107,500091.99471971,679481.125807304,66785.6582645722,93282.7570374993
322400,4.15,20,2706,477,1236,474,37.74,-121.4,36808.9107784323,498902.771037352,678306.745067526,62553.8788660393,90741.9604460338
163500,2.6181,24,807,174,585,166,37.78,-121.43,31799.1953387731,504054.053201034,683456.811744807,64101.6659074123,88004.7199968639
274200,5.0176,19,2364,373,1264,390,37.77,-121.48,32039.4467348542,505729.694515437,685139.481338585,60499.3017441997,83614.6185290216
327300,4.3229,18,1544,272,825,286,37.75,-121.52,33944.7884338396,506025.923626344,685433.614396259,56622.9679271452,80152.8794356184
222900,5.1629,20,2039,373,862,330,37.73,-121.46,36690.1717960453,501102.170398433,680512.26902055,58158.6291192901,85534.2655454418
240200,5.75,2,2239,321,766,219,37.72,-121.45,37932.0038084902,499685.3713534,679095.472306639,57917.393266391,86487.8696430785
215100,6.0389,5,1365,196,591,156,37.7,-121.44,40277.8314644471,497372.199816905,676782.183336464,56914.9096459007,87557.6030821078
170700,4.3696,7,8297,1433,4189,1271,37.71,-121.42,39558.7650012931,497230.402259134,676639.971971757,58945.0160995255,89207.1533368403
162100,4.1855,18,5501,1051,2964,1009,37.76,-121.42,34176.8509349539,501734.837309923,681139.131376781,62986.6859291497,88906.6373455441
121400,3.5242,33,1999,368,1061,390,37.75,-121.42,35248.8179705411,500832.257268613,680238.049589253,62159.596318002,88939.023880183
133500,4.8021,45,818,144,340,138,37.74,-121.42,36323.1889765372,499930.519164388,679337.590270708,61341.5116484779,88985.2935901807
152500,2.825,38,773,147,320,134,37.74,-121.42,36323.1889765372,499930.519164388,679337.590270708,61341.5116484779,88985.2935901807
