图片,价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词,pobtn_链接,pobtn
,39.00,39.00,https://item.jd.com/10043234477517.html,怡浓 【56元2件】金典牛奶麋鹿兔棒棒糖黑巧克力圣诞节礼物萌趣兔年礼盒限定送女友生日礼物品200g 一鹿相伴55%黑巧克力,巧克力,怡浓 【56元2件】金典牛奶麋鹿兔棒棒糖黑巧克力圣诞节礼物萌趣兔年礼盒限定送女友生日礼物品200g 一鹿相伴55%黑巧克力,2000+条评价,https://mall.jd.com/index-69635.html?from=pc,怡浓旗舰店,"
								56元2件
						",https://cart.jd.com/gate.action?pid=10043234477517&pcount=1&ptype=1,加入购物车
,39.90,39.90,https://item.jd.com/37506593411.html,徐福记 奇欧比生肖金币财神金牌金币金心金元宝金条牛奶黑巧克力散称 （500g金元宝巧克力）,巧克力,徐福记 奇欧比生肖金币财神金牌金币金心金元宝金条牛奶黑巧克力散称 （500g金元宝巧克力）,2000+条评价,https://mall.jd.com/index-683330.html?from=pc,小蛮牛食品专营店,"
								2件9.5折
						",https://cart.jd.com/gate.action?pid=37506593411&pcount=1&ptype=1,加入购物车
,32.80,32.80,https://item.jd.com/71793890164.html,士力架花生夹心巧克力全家桶装办公室福利零食 士力架全家桶装【460g 23条】,巧克力,新货到仓,2万+条评价,https://mall.jd.com/index-145729.html?from=pc,宗正食品专营店,"
								秒杀
						",https://cart.jd.com/gate.action?pid=71793890164&pcount=1&ptype=1,加入购物车
,58.60,58.60,https://item.jd.com/10036360188629.html,【100%纯黑巧克力】 无蔗糖巧克力排块礼盒装休闲零食 健身餐可吃送女友黑可可脂 100%无蔗糖黑巧克力(逆天苦) 120g*2盒,巧克力,除100%黑巧是无蔗糖外，其余皆含糖，100%特苦浓香，88%略苦，72%的苦甜均衡，适合大众口味哦，55%略甜,500+条评价,https://mall.jd.com/index-11478427.html?from=pc,聚沐知恋旗舰店,"
						",https://cart.jd.com/gate.action?pid=10036360188629&pcount=1&ptype=1,加入购物车
,9.90,9.90,https://item.jd.com/10027026911554.html,古缇思【送模具】纯可可脂烘焙巧克力币豆烘培原料手工DIY蛋糕1kg即食 78%巧克力币100g,巧克力,古缇思【送模具】纯可可脂烘焙巧克力币豆烘培原料手工DIY蛋糕1kg即食 78%巧克力币100g,2000+条评价,https://mall.jd.com/index-10487673.html?from=pc,古缇思旗舰店,"
								4免1
						",https://cart.jd.com/gate.action?pid=10027026911554&pcount=1&ptype=1,加入购物车
,49.90,49.90,https://item.jd.com/100006058005.html,"
meito什锦坚果巧克力袋装130g 日本进口名糖生日礼物送女友圣诞节礼物",巧克力,日本进口零食专区，精美礼盒，各类零食季节限定款等您选购点击查看！(此商品不参加上述活动),2000+条评价,https://mall.jd.com/index-1000376233.html?from=pc,名糖（meito）京东自营专区,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100006058005&pcount=1&ptype=1,加入购物车
,70.00,70.00,https://item.jd.com/31727830257.html,明治（Meiji） 澳洲坚果夹心巧克力混合装125g*2盒,巧克力,明治（Meiji） 澳洲坚果夹心巧克力混合装125g*2盒,1000+条评价,https://mall.jd.com/index-31616.html?from=pc,明治旗舰店,"
						",https://cart.jd.com/gate.action?pid=31727830257&pcount=1&ptype=1,加入购物车
,69.00,69.00,https://item.jd.com/10043856398587.html,马大姐（Sister Ma）金币金元宝巧克力散装结婚庆喜糖果圣诞节零食礼物（代可可脂） 金元宝巧克力2斤,巧克力,【全国七仓发货】（2斤金币巧克力大约110颗左右）,2000+条评价,https://mall.jd.com/index-146496.html?from=pc,宏远食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10043856398587&pcount=1&ptype=1,加入购物车
,199.00,199.00,https://item.jd.com/10066714368735.html,LADERACH莱德拉限定公仔圣诞树巧克力礼盒 瑞士进口零食 圣诞节礼物送女生 【圣诞限定】公仔巧克力礼盒77g,巧克力,LADERACH莱德拉限定公仔圣诞树巧克力礼盒 瑞士进口零食 圣诞节礼物送女生 【圣诞限定】公仔巧克力礼盒77g,7条评价,https://mall.jd.com/index-11439527.html?from=pc,LADERACH旗舰店,"
						",https://cart.jd.com/gate.action?pid=10066714368735&pcount=1&ptype=1,加入购物车
,43.80,43.80,https://item.jd.com/100029469342.html,贝吉 （Belgid’Or）海盐黑巧克力 2块装 休闲零食 生日/节日礼物 排块100gX2块 比利时进口,巧克力,贝吉 （Belgid’Or）海盐黑巧克力 2块装 休闲零食 生日/节日礼物 排块100gX2块 比利时进口,1000+条评价,https://mall.jd.com/index-1000114421.html?from=pc,瑞特滋京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100029469342&pcount=1&ptype=1,加入购物车
,49.90,49.90,https://item.jd.com/10054806320071.html,阿孔特俄罗斯Russia国家馆奥特叉六巧克力味夹心棒528g 效期至2023.2.10 1盒装 528g,巧克力,俄罗斯原装进口，领券下单更优惠，京东快递。,5000+条评价,https://mall.jd.com/index-10657262.html?from=pc,俄罗斯（Russia）国家馆,"
								放心购
						",https://cart.jd.com/gate.action?pid=10054806320071&pcount=1&ptype=1,加入购物车
,99.90,99.90,https://item.jd.com/10060120433356.html,费列罗（Ferrero）巧克力礼盒装圣诞节年货节糖果礼盒情人节生日礼物女生送女友表白礼婚庆喜糖伴手礼 三色德芙费列罗【精美礼盒装】,巧克力,【正品费列罗巧克力】【浪漫圣诞好礼可指定送达时间】【京八仓发货】【下单立享优惠】【更多惊喜礼盒】,1000+条评价,https://mall.jd.com/index-614699.html?from=pc,多唯呀食品旗舰店,"
								京东物流
								秒杀
								每满99-10
						",https://cart.jd.com/gate.action?pid=10060120433356&pcount=1&ptype=1,加入购物车
,49.90,49.90,https://item.jd.com/100047194607.html,"
菲泽（Fazer）芬兰进口70%纯可可脂黑巧克力礼盒150g 婚庆喜糖年货圣诞礼物",巧克力,菲泽（Fazer）芬兰进口70%纯可可脂黑巧克力礼盒150g 婚庆喜糖年货圣诞礼物,200+条评价,https://mall.jd.com/index-1000098823.html?from=pc,菲泽（Fazer）京东自营旗舰店,"
								自营
								新品
								2件9折
						",https://cart.jd.com/gate.action?pid=100047194607&pcount=1&ptype=1,加入购物车
,129.00,129.00,https://item.jd.com/1877441.html,"
明治（Meiji）明治雪吻巧克力 抹茶味 1kg",巧克力,明治（Meiji）明治雪吻巧克力 抹茶味 1kg,2000+条评价,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"
								自营
								券99-5
						",https://cart.jd.com/gate.action?pid=1877441&pcount=1&ptype=1,加入购物车
,13.80,13.80,https://item.jd.com/100007096307.html,"
法丽兹 饼干糕点 布朗尼巧克力味可可黑曲奇105g",巧克力,法丽兹 饼干糕点 布朗尼巧克力味可可黑曲奇105g,5万+条评价,https://mall.jd.com/index-1000164077.html?from=pc,法丽兹（Franzzi）京东自营旗舰店,"
								自营
								2件8折
						",https://cart.jd.com/gate.action?pid=100007096307&pcount=1&ptype=1,加入购物车
,98.00,98.00,https://item.jd.com/100046937741.html,榴芒一刻 小王子主题 圣诞巧克力礼盒糕点零食礼品盒送女朋友儿童6枚/盒,巧克力,【小王子圣诞礼盒】圣诞礼遇，部分2件7折！(此商品不参加上述活动),200+条评价,https://mall.jd.com/index-1000158841.html?from=pc,榴芒一刻京东自营旗舰店,"
								自营
										厂商配送
								新品
								券200-20
								每满88-10
						",https://cart.jd.com/gate.action?pid=100046937741&pcount=1&ptype=1,加入购物车
,9.90,9.90,https://item.jd.com/10029724168745.html,KlmlGong紫皮糖巧克力果仁夹心巧克力喜糖 紫皮糖1斤,巧克力,KlmlGong紫皮糖巧克力果仁夹心巧克力喜糖 紫皮糖1斤,1万+条评价,https://mall.jd.com/index-10077333.html?from=pc,卓群优越食品旗舰店,"
								放心购
								免邮
						",https://cart.jd.com/gate.action?pid=10029724168745&pcount=1&ptype=1,加入购物车
,45.00,45.00,https://item.jd.com/10042842779327.html,Toblerone 临期特惠进口瑞士三角100g*4黑巧克力牛奶白巧克力糖果 自选巧克力100g*4【不备注随机发】,巧克力,Toblerone 临期特惠进口瑞士三角100g*4黑巧克力牛奶白巧克力糖果 自选巧克力100g*4【不备注随机发】,200+条评价,https://mall.jd.com/index-722267.html?from=pc,纽威斯官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10042842779327&pcount=1&ptype=1,加入购物车
,98.70,98.70,https://item.jd.com/10067030632072.html,瑞士莲Lindt 软心进口巧克力圣诞泰迪小金熊10g*5*3个 礼物送礼礼盒,巧克力,瑞士莲Lindt 软心进口巧克力圣诞泰迪小金熊10g*5*3个 礼物送礼礼盒,0条评价,https://mall.jd.com/index-21779.html?from=pc,瑞士莲官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10067030632072&pcount=1&ptype=1,加入购物车
,14.80,14.80,https://item.jd.com/10584235775.html,瑞特滋（RITTER SPORT）德国进口RitterSport瑞特斯波德运动牛奶夹心黑巧克力零食 61%尼加拉瓜浓醇黑巧克力100g,巧克力,瑞特滋（RITTER SPORT）德国进口RitterSport瑞特斯波德运动牛奶夹心黑巧克力零食 61%尼加拉瓜浓醇黑巧克力100g,2000+条评价,https://mall.jd.com/index-64147.html?from=pc,岚木食品专营店,"
								放心购
								免邮
								3件8折
						",https://cart.jd.com/gate.action?pid=10584235775&pcount=1&ptype=1,加入购物车
,159.00,159.00,https://item.jd.com/100047965699.html,德芙X徐福记联名巧克力糖果礼盒福满心意1028g休闲零食喜糖大礼包节日礼品生日礼物春节年货福利企业团购定制,巧克力,德芙X徐福记联名巧克力糖果礼盒福满心意1028g休闲零食喜糖大礼包节日礼品生日礼物春节年货福利企业团购定制,30条评价,,,"
								自营
										厂商配送
								新品
						",https://cart.jd.com/gate.action?pid=100047965699&pcount=1&ptype=1,加入购物车
,39.90,39.90,https://item.jd.com/10034655149491.html,怡浓 （69选3件）牛奶棒棒糖一鹿有你纯黑可可脂巧克力礼盒圣诞节礼物表白送女友送孩子120g 猪你幸福,巧克力,萌牛来袭，带你玩转整个牛年，萌鹿来袭，嗨翻圣诞！送儿童礼物！可可脂麦丽素520g桶装点击购买,5万+条评价,https://mall.jd.com/index-69635.html?from=pc,怡浓旗舰店,"
								79元3件
						",https://cart.jd.com/gate.action?pid=10034655149491&pcount=1&ptype=1,加入购物车
,119.00,119.00,https://item.jd.com/10062749508016.html,瑞士莲 冰山巧克力Lindt进口软心巧克力球夹心冰山熔岩巧克力瑞士婚庆喜糖零食圣诞节平安夜结婚伴手礼 精选黑巧600g【混合3种口味】,巧克力,甄选巧克力，丝滑美味。温馨提示：瑞士莲软心巧克力气温低于20度，内芯会凝固，室内回温储藏后食用更佳,1万+条评价,https://mall.jd.com/index-158613.html?from=pc,殷玺食品专营店,"
								京东物流
								满115-10
						",https://cart.jd.com/gate.action?pid=10062749508016&pcount=1&ptype=1,加入购物车
,148.00,148.00,https://item.jd.com/10066322676310.html,瑞特滋（RITTER SPORT）德国进口巧克力1000g 原瑞特斯波德 黑巧克力 喜糖 休闲零食 年货 1000g/盒,巧克力,瑞特滋（RITTER SPORT）德国进口巧克力1000g 原瑞特斯波德 黑巧克力 喜糖 休闲零食 年货 1000g/盒,35条评价,https://mall.jd.com/index-182873.html?from=pc,智勇食品专营店,"
						",https://cart.jd.com/gate.action?pid=10066322676310&pcount=1&ptype=1,加入购物车
,29.90,29.90,https://item.jd.com/10047793823948.html,脆香米 牛奶巧克力碗装 /袋装新品减糖送礼糖果巧克力休闲食品礼品追剧看球零食(新旧包装随机发放) 【临期介意慎拍】脆香米碗装216g,巧克力,店铺满58元包邮~满39元任选8件专区,70条评价,https://mall.jd.com/index-11827914.html?from=pc,士力架旗舰店,"
								1件5折
						",https://cart.jd.com/gate.action?pid=10047793823948&pcount=1&ptype=1,加入购物车
,39.90,39.90,https://item.jd.com/10049718393845.html,德芙（Dove）巧克力礼盒圣诞节礼物生日礼物女生送女友女朋友老婆零食大礼包 德芙小心心礼盒,巧克力,【正品德芙】【甜蜜礼物，爱的相伴】【生日礼物】【配套精美贺卡+手提袋】【15天无理由退换货】查看,500+条评价,https://mall.jd.com/index-10258870.html?from=pc,德芙爱唯一专卖店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10049718393845&pcount=1&ptype=1,加入购物车
,49.90,49.90,https://item.jd.com/10067031840747.html,德芙（Dove）心语夹心巧克力礼盒生日礼物圣诞节送女友浪漫糖果表白节日礼物 德芙圣诞礼盒,巧克力,德芙（Dove）心语夹心巧克力礼盒生日礼物圣诞节送女友浪漫糖果表白节日礼物 德芙圣诞礼盒,500+条评价,https://mall.jd.com/index-11592250.html?from=pc,德芙旗舰店,"
						",https://cart.jd.com/gate.action?pid=10067031840747&pcount=1&ptype=1,加入购物车
,9.90,9.90,https://item.jd.com/10061927961073.html,其妙 麦丽素巧克力豆桶装 糖果零食牛奶夹心巧克力球休闲食品 麦丽素168g【桶装】,巧克力,其妙 麦丽素巧克力豆桶装 糖果零食牛奶夹心巧克力球休闲食品 麦丽素168g【桶装】,71条评价,https://mall.jd.com/index-10435728.html?from=pc,其妙物语食品专营店,"
						",https://cart.jd.com/gate.action?pid=10061927961073&pcount=1&ptype=1,加入购物车
,32.90,32.90,https://item.jd.com/10064753132788.html,斯巴达克 俄罗斯进口巧克力夹心糖果原装黑巧可可脂年货奶罐糖休闲零食品 冰淇淋味500g,巧克力,俄罗斯巧克力夹心糖果，口感细腻，匠心呈现、品味丝滑、醇香可口~,32条评价,https://mall.jd.com/index-12208023.html?from=pc,俄罗斯进口馆,"
								新品
								满49-10
						",https://cart.jd.com/gate.action?pid=10064753132788&pcount=1&ptype=1,加入购物车
,18.50,18.50,https://item.jd.com/100014018979.html,"
明治（Meiji）巧乐宝 渗透型巧克力 可可口味 68g",巧克力,明治（Meiji）巧乐宝 渗透型巧克力 可可口味 68g,500+条评价,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"
								自营
								券99-5
								3件8折
						",https://cart.jd.com/gate.action?pid=100014018979&pcount=1&ptype=1,3件起售
,26.90,26.90,https://item.jd.com/10059434446020.html,赞誉 【俄罗斯国家馆】俄罗斯进口骑士牌黑巧克力特苦纯可可脂进口零食组合健身食品圣诞节礼物 85%可可1块,巧克力,一块包邮,5000+条评价,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,"
						",https://cart.jd.com/gate.action?pid=10059434446020&pcount=1&ptype=1,加入购物车
,22.80,22.80,https://item.jd.com/10042706876213.html,妙卡（Milka） 波兰进口 榛子葡萄干 气泡巧克力 草莓夹心牛奶巧克力100g排块 【1块】趣多多夹心100g,巧克力,"产地目前是波兰的，保质期9到12个月不等。夏天可能会化,介意慎拍,化了不退不换不赔偿",2000+条评价,https://mall.jd.com/index-182873.html?from=pc,智勇食品专营店,"
								3件9折
						",https://cart.jd.com/gate.action?pid=10042706876213&pcount=1&ptype=1,加入购物车
,19.90,19.90,https://item.jd.com/10066121020219.html,脆香米 牛奶夹心巧克力袋装 圣诞节糖果礼物休闲办公室零食居家分享装 【13条装】脆香米,巧克力,脆香米 牛奶夹心巧克力袋装 圣诞节糖果礼物休闲办公室零食居家分享装 【13条装】脆香米,65条评价,https://mall.jd.com/index-11888970.html?from=pc,德芙晶欧专卖店,"
						",https://cart.jd.com/gate.action?pid=10066121020219&pcount=1&ptype=1,加入购物车
,42.00,42.00,https://item.jd.com/72397159261.html,德芙（Dove）巧克力礼盒装金球平安夜圣诞礼物送女友生日礼物圣诞糖果零食礼包 26粒金球巧克力紫色礼盒装,巧克力,部分款为京仓直发，急用可优先考虑，圣诞礼物，情人节礼物，七夕礼物，生日、节日礼物，非京配款可备注内容代写卡片，情人节礼物、表白礼物~~~,2000+条评价,https://mall.jd.com/index-156110.html?from=pc,梦蕾精灵食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=72397159261&pcount=1&ptype=1,加入购物车
,39.90,39.90,https://item.jd.com/100041107757.html,"
Eda's意大利进口粉色小兔牛奶巧克力可爱造型60g儿童零食喜糖婚庆送礼",巧克力,Eda's意大利进口粉色小兔牛奶巧克力可爱造型60g儿童零食喜糖婚庆送礼,29条评价,https://mall.jd.com/index-1000340524.html?from=pc,沃克太妃京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100041107757&pcount=1&ptype=1,加入购物车
,37.00,37.00,https://item.jd.com/37479301740.html,"
松尾（tyoro） 日本进口 松尾多彩什锦巧克力163g情人节节日礼物结婚喜糖",巧克力,原装正品，手续齐全。彩色独立小包装，造型精致可爱，一块入口丝滑软糯，齿尖便充满可可香味~！,1000+条评价,https://mall.jd.com/index-140747.html?from=pc,智恒达商食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=37479301740&pcount=1&ptype=1,加入购物车
,33.90,33.90,https://item.jd.com/10027584736048.html,德芙（Dove） 巧克力牛奶糖果零食休闲食品 德芙香浓黑巧克力碗装252g,巧克力,德芙（Dove） 巧克力牛奶糖果零食休闲食品 德芙香浓黑巧克力碗装252g,5000+条评价,https://mall.jd.com/index-10067665.html?from=pc,钟硕食品专营店,"
						",https://cart.jd.com/gate.action?pid=10027584736048&pcount=1&ptype=1,加入购物车
,5.36,5.36,https://item.jd.com/10056215135910.html,费列罗（Ferrero Rocher） 巧克力圣诞巧克力礼盒 圣诞节活动礼物 套餐6H 店家代包/附标签,巧克力,多种品牌巧克力可选,200+条评价,https://mall.jd.com/index-168826.html?from=pc,喜印食品专营店,"
						",https://cart.jd.com/gate.action?pid=10056215135910&pcount=1&ptype=1,加入购物车
,45.90,45.90,https://item.jd.com/10066081615841.html,芭味富 【俄罗斯国家馆】俄罗斯进口黑巧克力苦果仁夹心健身零食网红纯可可脂排块 4味各一块,巧克力,一块包邮,21条评价,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,"
						",https://cart.jd.com/gate.action?pid=10066081615841&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/63842/17/24009/94880/639914d5Ec7ac5301/cee6f9d339885c77.jpg,69.00,69.00,https://item.jd.com/10028492348967.html,歌斐颂纯可可脂纯黑巧克力盒装生日七夕情人节送女友圣诞礼物 休闲零食大礼包糖果礼品礼盒装 58%纯黑巧克力320g,巧克力,歌斐颂纯可可脂纯黑巧克力盒装生日七夕情人节送女友圣诞礼物 休闲零食大礼包糖果礼品礼盒装 58%纯黑巧克力320g,1万+条评价,https://mall.jd.com/index-80224.html?from=pc,歌斐颂旗舰店,"
								赠
						",https://cart.jd.com/gate.action?pid=10028492348967&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/179223/5/31477/111079/6398c214E15fa6840/2d330d21d447c1b3.jpg,49.90,49.90,https://item.jd.com/10045731173637.html,德芙（Dove） 巧克力礼盒装生日礼物圣诞节送女友老婆女神纪念日礼物 德芙宠爱浪漫礼盒,巧克力,德芙（Dove） 巧克力礼盒装生日礼物圣诞节送女友老婆女神纪念日礼物 德芙宠爱浪漫礼盒,94条评价,https://mall.jd.com/index-11623884.html?from=pc,德芙巧克力旗舰店,"
						",https://cart.jd.com/gate.action?pid=10045731173637&pcount=1&ptype=1,加入购物车
https://img10.360buyimg.com/n7/jfs/t1/150567/39/26720/508282/6217e510E9be2449b/97fb177b88e3255b.jpg,89.00,89.00,https://item.jd.com/10045092929285.html,比利时原进口零食Eda's艾达的世界松露形软心巧克力礼盒装320g原味黑巧夹心口味 夏天冰袋保温发货 70%黑巧克力松露巧克力-洋红礼盒,巧克力,比利时原装进口零食松露形巧克力礼盒包装精致口感细腻此处购买红宝石松露形巧克力,13条评价,https://mall.jd.com/index-11828113.html?from=pc,优唯谷进口食品专营店,"
								放心购
						",https://cart.jd.com/gate.action?pid=10045092929285&pcount=1&ptype=1,加入购物车
https://img11.360buyimg.com/n7/jfs/t1/170494/23/23864/315204/61905a78E7f2de8a4/5c4b3763f9cbd04a.jpg,0.60,0.60,https://item.jd.com/10040486618576.html,德芙（Dove） 德芙巧克力丝滑牛奶榛仁果粒麦芽白巧黑巧巴旦木牛奶榛仁黑巧1块 丝滑牛奶4.5g*1块,巧克力,满32个大部分地区包邮，请注意!,100+条评价,https://mall.jd.com/index-69762.html?from=pc,趣淘食品专营店,"
						",https://cart.jd.com/gate.action?pid=10040486618576&pcount=1&ptype=1,加入购物车
https://img10.360buyimg.com/n7/jfs/t1/29281/4/20090/129058/63744277E1753830c/7dcd04e01fc61cf3.jpg,18.90,18.90,https://item.jd.com/10027139641745.html,巧乐思 可可液块无添加蔗糖纯可可脂黑巧克力边角料diy手工零食烘焙原料散装批发200g 400g西非进口原料-更划算,巧克力,巧乐思 可可液块无添加蔗糖纯可可脂黑巧克力边角料diy手工零食烘焙原料散装批发200g 400g西非进口原料-更划算,200+条评价,https://mall.jd.com/index-953350.html?from=pc,巧乐思巧克力旗舰店,"
						",https://cart.jd.com/gate.action?pid=10027139641745&pcount=1&ptype=1,加入购物车
https://img10.360buyimg.com/n7/jfs/t1/148167/17/29986/251153/63100248E23a1ed89/7879103e63ea0147.jpg,85.00,85.00,https://item.jd.com/10059561090890.html,KDV 【俄罗斯国家馆】俄罗斯进口紫皮糖俄罗斯紫皮糖巧克力花生夹心酥糖零食喜糖700g/盒 2盒X700克,巧克力,一盒净重700克包邮,1000+条评价,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,"
						",https://cart.jd.com/gate.action?pid=10059561090890&pcount=1&ptype=1,加入购物车
,39.90,39.90,https://item.jd.com/10066206853940.html,普莱赞 生巧农科院巧克力兴科巧克力动物奶油平安夜圣诞节礼物甜品零食 经典原味生巧120g,巧克力,顺丰发货，内置冰袋，不用担心巧克力融化问题哦！,1000+条评价,https://mall.jd.com/index-116813.html?from=pc,潇行食品专营店,"
								每满79-5
						",https://cart.jd.com/gate.action?pid=10066206853940&pcount=1&ptype=1,加入购物车
,72.00,72.00,https://item.jd.com/10026493875681.html,嘉利宝（CALLEBAUT） 黑巧克力100% 可可脂烘焙纯度纯黑添加蔗糖无块装液块风味500g 【500g】100%黑巧克力粒,巧克力,嘉利宝（CALLEBAUT） 黑巧克力100% 可可脂烘焙纯度纯黑添加蔗糖无块装液块风味500g 【500g】100%黑巧克力粒,200+条评价,https://mall.jd.com/index-38157.html?from=pc,爱巧官方旗舰店,"
								2件9折
						",https://cart.jd.com/gate.action?pid=10026493875681&pcount=1&ptype=1,加入购物车
,13.80,13.80,https://item.jd.com/1313108.html,悠哈（UHA）零食糖果喜糖  特浓巧克力牛奶糖 120g,巧克力,【双十一开抢】吃出甜蜜生活，糖巧零食限量抢购猛戳链接查看(此商品不参加上述活动),20万+条评价,https://mall.jd.com/index-1000118201.html?from=pc,悠哈（UHA）京东自营旗舰店,"
								自营
								放心购
						",https://cart.jd.com/gate.action?pid=1313108&pcount=1&ptype=1,2件起售
,36.90,36.90,https://item.jd.com/69965414090.html,爱莲巧（alenka） 进口俄罗斯爱莲巧牌巧克力糖果大头娃娃头焦糖布丁特产零食办公年货喜糖 500克,巧克力,爱莲巧（alenka） 进口俄罗斯爱莲巧牌巧克力糖果大头娃娃头焦糖布丁特产零食办公年货喜糖 500克,200+条评价,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,"
						",https://cart.jd.com/gate.action?pid=69965414090&pcount=1&ptype=1,加入购物车
,55.00,55.00,https://item.jd.com/10041557292153.html,明治（meiji） Meiji明治巧克力75g 四种口味 零食圣诞年货团购糖果分享聚会装 【4盒】牛奶*2+特浓牛奶*2,巧克力,明治（meiji） Meiji明治巧克力75g 四种口味 零食圣诞年货团购糖果分享聚会装 【4盒】牛奶*2+特浓牛奶*2,1000+条评价,https://mall.jd.com/index-17752.html?from=pc,裕品食品专营店,"
						",https://cart.jd.com/gate.action?pid=10041557292153&pcount=1&ptype=1,加入购物车
,118.00,118.00,https://item.jd.com/10065462491118.html,ROYCE' 若翼族 生巧克力日本北海道进口休闲零食糖果送礼推荐顺丰冷链 限定 威士忌味 125g【20枚/盒】,巧克力,为响应政府战疫政策，部分地区将进行限售/延发，您可先关注商品，待快递通知冷链线路畅通后，我们会即刻恢复销售/发货，感谢您的支持和谅解！,2万+条评价,https://mall.jd.com/index-11421578.html?from=pc,ROYCE'旗舰店,"
						",https://cart.jd.com/gate.action?pid=10065462491118&pcount=1&ptype=1,加入购物车
,89.90,89.90,https://item.jd.com/10043270185544.html,德芙（Dove） 巧克力生日礼物女生送女友女朋友老婆圣诞节送女友礼物年货礼盒 糖巧家族零食大礼包400g,巧克力,德芙（Dove） 巧克力生日礼物女生送女友女朋友老婆圣诞节送女友礼物年货礼盒 糖巧家族零食大礼包400g,2000+条评价,https://mall.jd.com/index-11623884.html?from=pc,德芙巧克力旗舰店,"
						",https://cart.jd.com/gate.action?pid=10043270185544&pcount=1&ptype=1,加入购物车
,72.00,72.00,https://item.jd.com/10026205627575.html,意大利进口巧克力费列罗T30金莎榛果朱古力T24礼盒装喜糖伴手礼零食巧克力球生日婚庆情人节送礼 T24费列罗24粒,巧克力,【婚前喜糖】【企业团购优惠联系客服】【情人礼品送女友】,200+条评价,https://mall.jd.com/index-10176639.html?from=pc,星芒进口食品专营店,"
						",https://cart.jd.com/gate.action?pid=10026205627575&pcount=1&ptype=1,加入购物车
,39.80,39.80,https://item.jd.com/10026283686701.html,金帝（Leconte） 金帝珍爱榛仁夹心威化巧克力棒休闲零食散装批发盒装婚庆伴手礼圣诞节送女友 黑巧白兰地风味榛仁巧克力棒156g*3盒（新口味）,巧克力,土耳其上等榛仁+纯可可脂,1000+条评价,https://mall.jd.com/index-778074.html?from=pc,金帝食品旗舰店,"
						",https://cart.jd.com/gate.action?pid=10026283686701&pcount=1&ptype=1,加入购物车
,56.80,56.80,https://item.jd.com/10062843246771.html,德芙（Dove） 丝滑牛奶4.5g巧克力袋装 圣诞节糖果礼物休闲办公零食居家分享装 德芙牛奶36粒(年货款),巧克力,德芙（Dove） 丝滑牛奶4.5g巧克力袋装 圣诞节糖果礼物休闲办公零食居家分享装 德芙牛奶36粒(年货款),20条评价,https://mall.jd.com/index-10258870.html?from=pc,德芙爱唯一专卖店,"
						",https://cart.jd.com/gate.action?pid=10062843246771&pcount=1&ptype=1,加入购物车
,59.90,59.90,https://item.jd.com/10021808874556.html,法芙娜法国原装进口经典黑巧克力排块 圭那亚70%纯可可脂休闲零食70g（效期至2023年2月28日）,巧克力,法芙娜法国原装进口经典黑巧克力排块 圭那亚70%纯可可脂休闲零食70g（效期至2023年2月28日）,200+条评价,https://mall.jd.com/index-10304129.html?from=pc,法芙娜旗舰店,"
								放心购
								1件8折
						",https://cart.jd.com/gate.action?pid=10021808874556&pcount=1&ptype=1,加入购物车
,19.90,19.90,https://item.jd.com/10021386752995.html,特怡诗 网红特怡诗整粒草莓冻干夹心巧克力抹茶60g*3袋（代可可脂） 牛奶味*3袋,巧克力,现货速发,5000+条评价,https://mall.jd.com/index-739701.html?from=pc,瑶沛食品专营店,"
						",https://cart.jd.com/gate.action?pid=10021386752995&pcount=1&ptype=1,加入购物车
,320.00,320.00,https://item.jd.com/10064651855164.html,"京东国际	
瑞士莲巧克力原装进口精选混合5种口味巧克力软心球600g女友圣诞节礼物 【2袋装】瑞士莲经典版600g【5种口味】",巧克力,1.约48粒/袋，天气温度超22度，建议冷藏2h后食用！3.晒图2张满意评价可找客户返现5元~,71条评价,https://mall.jd.com/index-931462.html?from=pc,NatureOcean海外官方旗舰店,"
								京东物流
								券100-15
								满160-64
						",https://cart.jd.com/gate.action?pid=10064651855164&pcount=1&ptype=1,加入购物车
