会员卡号,此次消费的会员积分,积分等级,年龄,年龄段,入会时长,消费次数,消费频率,消费金额,消费水平,平均每单金额,价值属性,最后一次消费距今时长,柜组名称
626ce16f,9440.0,积分低等级,27,青年,1,1,低频消费,9440.0,低消费水平,9440.0,单均价值高,1,SK-II
626ceb28,420.0,积分低等级,49,中年,963,1,低频消费,1420.0,低消费水平,1420.0,单均价值一般,963,施华洛世奇柜
626d4b49,420.0,积分低等级,39,青年,1066,2,低频消费,420.0,低消费水平,210.0,单均价值低,893,YSL
62768d34,5238.0,积分低等级,35,青年,494,11,中频消费,25889.9,中等消费水平,2353.627272727273,单均价值一般,38,LANCOME
6278b615,2600.0,积分低等级,45,中年,926,2,低频消费,8720.0,低消费水平,4360.0,单均价值高,584,CLARINS
6278f71c,43309.0,积分中等级,36,青年,395,7,中频消费,43309.0,中等消费水平,6187.0,单均价值高,109,雅诗兰黛ESTEE LAUDER
627bf31f,13080.0,积分中等级,43,中年,1053,3,低频消费,13080.0,中等消费水平,4360.0,单均价值高,1053,兰蔻柜
628090fa,45306.0,积分中等级,43,中年,1064,27,中频消费,50496.729999999996,中等消费水平,1870.2492592592591,单均价值一般,26,乔治.阿玛尼
62835dda,7256.0,积分低等级,38,青年,948,2,低频消费,7256.0,低消费水平,3628.0,单均价值高,948,LA FEE
6284d045,8761.0,积分低等级,44,中年,382,3,低频消费,8761.0,低消费水平,2920.3333333333335,单均价值一般,16,CABRIDA
628686f8,6380.0,积分低等级,39,青年,403,6,低频消费,11249.1,中等消费水平,1874.8500000000001,单均价值一般,39,科颜氏(Kiehl's)
6286d8c7,68611.0,积分中等级,54,中年,1075,19,中频消费,89384.42,中等消费水平,4704.443157894737,单均价值高,11,DOHO柜
6287c28b,6560.0,积分低等级,27,青年,1063,2,低频消费,6560.0,低消费水平,3280.0,单均价值一般,1063,兰蔻柜
628a8c22,7857.0,积分低等级,55,中年,234,3,低频消费,18042.0,中等消费水平,6014.0,单均价值高,230,新Ruco line 柜
628f5ee0,1921.0,积分低等级,36,青年,628,1,低频消费,1921.0,低消费水平,1921.0,单均价值一般,628,SATCHI皮具
6290f8f3,3860.0,积分低等级,37,青年,122,2,低频消费,3860.0,低消费水平,1930.0,单均价值一般,53,LANCOME
6293d312,895.0,积分低等级,55,中年,545,2,低频消费,895.0,低消费水平,447.5,单均价值低,248,Shu Uemura
62999d6a,6387.0,积分低等级,55,中年,585,2,低频消费,6387.0,低消费水平,3193.5,单均价值一般,459,Ecco柜
629c598b,720.0,积分低等级,45,中年,1045,1,低频消费,720.0,低消费水平,720.0,单均价值一般,1045,雅诗兰黛柜
629d9bff,2780.0,积分低等级,37,青年,1034,3,低频消费,2980.0,低消费水平,993.3333333333334,单均价值一般,1034,兰蔻柜
62a0650e,3646.0,积分低等级,51,中年,346,2,低频消费,3646.0,低消费水平,1823.0,单均价值一般,20,Juicy Couture
62a0a5bf,0.0,积分低等级,43,中年,941,1,低频消费,1344.0,低消费水平,1344.0,单均价值一般,941,CANUDILO柜
62a7cc58,95.0,积分低等级,30,青年,1052,1,低频消费,95.0,低消费水平,95.0,单均价值低,1052,乔治.阿玛尼
62a8a4ab,37986.0,积分中等级,67,老年,1026,12,中频消费,44648.8,中等消费水平,3720.7333333333336,单均价值高,342,KENT&CURWEN柜
62a92eb9,10980.0,积分中等级,27,青年,629,1,低频消费,10980.0,中等消费水平,10980.0,单均价值高,629,COACH 柜
62a97e04,4787.0,积分低等级,25,青年,488,4,低频消费,4786.5,低消费水平,1196.625,单均价值一般,38,LANCOME
62ac4fea,5664.0,积分低等级,29,青年,511,4,低频消费,5664.0,低消费水平,1416.0,单均价值一般,165,CHANEL
62ad9730,50.0,积分低等级,58,中年,1033,1,低频消费,50.0,低消费水平,50.0,单均价值低,1033,海蓝之谜
62ad979e,58741.0,积分中等级,55,中年,526,8,中频消费,132666.4,高消费水平,16583.3,单均价值高,39,VICUTU
62b00b83,8366.0,积分低等级,24,青年,319,4,低频消费,8366.0,低消费水平,2091.5,单均价值一般,104,CLINIQUE
62b1283d,5575.0,积分低等级,30,青年,1041,5,低频消费,6310.0,低消费水平,1262.0,单均价值一般,978,碧欧泉柜
62b167ae,6773.0,积分低等级,39,青年,401,5,低频消费,6773.0,低消费水平,1354.6,单均价值一般,268,PANDORA柜
62b2e4d7,3090.0,积分低等级,29,青年,188,5,低频消费,3090.0,低消费水平,618.0,单均价值一般,18,雅诗兰黛ESTEE LAUDER
62b734ee,0.0,积分低等级,41,中年,971,2,低频消费,2536.2,低消费水平,1268.1,单均价值一般,971,TOP柜
62b89fc3,8246.0,积分低等级,1,少年,181,2,低频消费,42342.3,中等消费水平,21171.15,单均价值高,181,LANCOME
62bb4309,11559.0,积分中等级,44,中年,906,2,低频消费,7659.0,低消费水平,3829.5,单均价值高,413,VICUTU
62bc6afd,36141.0,积分中等级,43,中年,1090,17,中频消费,46450.6,中等消费水平,2732.3882352941177,单均价值一般,38,JORYA
62c18939,17981.0,积分中等级,36,青年,200,5,低频消费,25226.4,中等消费水平,5045.280000000001,单均价值高,3,芝宝/派克
62c61bcd,1032.0,积分低等级,63,中年,975,2,低频消费,1032.0,低消费水平,516.0,单均价值一般,975,作品（特卖）柜
62c783a7,4022.0,积分低等级,39,青年,1005,3,低频消费,4022.0,低消费水平,1340.6666666666667,单均价值一般,1005,JEEP童装
62c9fb30,57.0,积分低等级,46,中年,533,2,低频消费,4444.0,低消费水平,2222.0,单均价值一般,418,六福柜
62cbbb21,320.0,积分低等级,49,中年,366,1,低频消费,320.0,低消费水平,320.0,单均价值低,366,LANCOME
62ce97fa,7123.0,积分低等级,53,中年,316,7,中频消费,14013.38,中等消费水平,2001.9114285714284,单均价值一般,78,Rime
62d5d7d4,1296.0,积分低等级,37,青年,19,1,低频消费,1296.0,低消费水平,1296.0,单均价值一般,19,C31 ROTC
62d6cb2c,2900.0,积分低等级,35,青年,1015,1,低频消费,14500.0,中等消费水平,14500.0,单均价值高,1015,瑞士钟表柜
62d9b471,7625.0,积分低等级,56,中年,659,6,低频消费,20033.0,中等消费水平,3338.8333333333335,单均价值一般,10,朗姿柜
62dbf653,54679.0,积分中等级,46,中年,1062,18,中频消费,61957.8,中等消费水平,3442.1000000000004,单均价值一般,38,VME柜
62df83e0,380.0,积分低等级,44,中年,1011,1,低频消费,380.0,低消费水平,380.0,单均价值低,1011,乔治.阿玛尼
62e21ea7,1520.0,积分低等级,46,中年,513,2,低频消费,1520.0,低消费水平,760.0,单均价值一般,258,LANCOME
62e2f86c,19782.0,积分中等级,33,青年,479,18,中频消费,82405.49,中等消费水平,4578.082777777778,单均价值高,1,GUERLAIN
62e3823c,310.0,积分低等级,30,青年,608,1,低频消费,310.0,低消费水平,310.0,单均价值低,608,CLINIQUE
62e8b3da,16798.0,积分中等级,46,中年,585,5,低频消费,16798.0,中等消费水平,3359.6,单均价值一般,96,LUKA DILONG
62e92291,64890.0,积分中等级,48,中年,642,8,中频消费,73775.0,中等消费水平,9221.875,单均价值高,122,朗姿柜
62ea3281,1344.0,积分低等级,57,中年,252,1,低频消费,1344.0,低消费水平,1344.0,单均价值一般,252,GORNIA柜
62eddd16,3535.0,积分低等级,52,中年,1098,3,低频消费,3535.0,低消费水平,1178.3333333333333,单均价值一般,1001,兰蔻柜
62f24cd8,3449.0,积分低等级,45,中年,1049,6,低频消费,15738.0,中等消费水平,2623.0,单均价值一般,600,六福柜
62f3e18c,530.0,积分低等级,43,中年,915,1,低频消费,530.0,低消费水平,530.0,单均价值一般,915,兰芝柜
62f9ee2a,369771.0,积分高等级,43,中年,642,69,高频消费,445999.24,高消费水平,6463.757101449275,单均价值高,3,APM
62fcc635,11373.0,积分中等级,30,青年,1095,9,中频消费,13923.5,中等消费水平,1547.0555555555557,单均价值一般,83,LANCOME
62fcd28d,1650.0,积分低等级,40,青年,1051,4,低频消费,5598.42,低消费水平,1399.605,单均价值一般,305,K.H.Design
6300a35f,2901.0,积分低等级,49,中年,352,4,低频消费,2901.0,低消费水平,725.25,单均价值一般,43,JNBY
6300ee43,2903.0,积分低等级,35,青年,969,3,低频消费,5486.9,低消费水平,1828.9666666666665,单均价值一般,598,Calvin Klein Jeans柜
6302f08c,57074.0,积分中等级,44,中年,505,46,高频消费,113425.98,高消费水平,2465.7821739130436,单均价值一般,38,双立人柜
630539d0,33674.0,积分中等级,42,中年,1082,13,中频消费,55049.0,中等消费水平,4234.538461538462,单均价值高,53,乔治.阿玛尼
6306fac5,1540.0,积分低等级,23,青年,970,3,低频消费,1828.0,低消费水平,609.3333333333334,单均价值一般,908,香奈儿(CHANEL)
630895f5,1459.0,积分低等级,53,中年,2,1,低频消费,1459.0,低消费水平,1459.0,单均价值一般,2,CANUDILO柜
630b80ed,193636.0,积分高等级,42,中年,1019,53,高频消费,241633.3,高消费水平,4559.118867924528,单均价值高,17,CHANEL
630b9aab,4525.0,积分低等级,38,青年,1045,1,低频消费,22627.0,中等消费水平,22627.0,单均价值高,1045,六福柜
630bb429,9855.0,积分低等级,54,中年,366,2,低频消费,9854.47,低消费水平,4927.235,单均价值高,366,LANCOME
630c6a43,3789.0,积分低等级,33,青年,1061,4,低频消费,3789.0,低消费水平,947.25,单均价值一般,1051,香奈儿柜
630e6845,430.0,积分低等级,31,青年,328,2,低频消费,430.0,低消费水平,215.0,单均价值低,328,OHUI/后
630f0490,47382.0,积分中等级,37,青年,864,23,中频消费,60680.6,中等消费水平,2638.2869565217393,单均价值一般,4,Sisley
630fa6dc,11250.0,积分中等级,35,青年,477,2,低频消费,11250.0,中等消费水平,5625.0,单均价值高,477,万宝龙柜(综合转男装)
63101fa5,15600.0,积分中等级,33,青年,437,5,低频消费,21720.38,中等消费水平,4344.076,单均价值高,183,MO&CO.EDITION柜
63117fe9,522.0,积分低等级,58,中年,723,1,低频消费,522.0,低消费水平,522.0,单均价值一般,723,HARSON
63129d1d,4260.0,积分低等级,29,青年,1033,2,低频消费,4260.0,低消费水平,2130.0,单均价值一般,1032,雅诗兰黛柜
6314ac0b,11013.0,积分中等级,62,中年,901,8,中频消费,11013.0,中等消费水平,1376.625,单均价值一般,285,Embry Form(4F)
63158b06,9845.0,积分低等级,53,中年,366,1,低频消费,9845.0,低消费水平,9845.0,单均价值高,366,吉弗雷 柜
631882c6,2278.0,积分低等级,43,中年,725,3,低频消费,2278.0,低消费水平,759.3333333333334,单均价值一般,725,MOUSSY柜
6318ba34,5829.0,积分低等级,42,中年,1028,5,低频消费,5829.0,低消费水平,1165.8,单均价值一般,868,小狮贝恩柜（童装）
631df52b,2610.0,积分低等级,31,青年,1092,2,低频消费,1825.0,低消费水平,912.5,单均价值一般,1054,科颜氏柜
632006bd,0.0,积分低等级,54,中年,1049,1,低频消费,678.0,低消费水平,678.0,单均价值一般,1049,双立人柜
6321b90c,2437.0,积分低等级,42,中年,354,3,低频消费,4016.7799999999997,低消费水平,1338.9266666666665,单均价值一般,38,罗莱柜
63220ccf,29271.0,积分中等级,40,青年,563,16,中频消费,33330.2,中等消费水平,2083.1375,单均价值一般,38,BOBBI BROWN
63241b9d,0.0,积分低等级,45,中年,256,2,低频消费,3501.8,低消费水平,1750.9,单均价值一般,101,INSUN
6324508c,20771.0,积分中等级,30,青年,1094,12,中频消费,20771.0,中等消费水平,1730.9166666666667,单均价值一般,4,Dior
6324a844,1197.0,积分低等级,45,中年,238,2,低频消费,1197.0,低消费水平,598.5,单均价值一般,238,Shu Uemura
6324b4c1,21283.0,积分中等级,53,中年,1019,10,中频消费,22839.0,中等消费水平,2283.9,单均价值一般,305,BY selvage 柜
632a0c7a,300.0,积分低等级,48,中年,915,1,低频消费,300.0,低消费水平,300.0,单均价值低,915,YSL
632a6d74,33296.0,积分中等级,36,青年,1074,14,中频消费,41902.66,中等消费水平,2993.047142857143,单均价值一般,39,速塑
6330ad7a,4891.0,积分低等级,32,青年,460,9,中频消费,4891.0,低消费水平,543.4444444444445,单均价值一般,5,兰芝柜
633165f5,0.0,积分低等级,33,青年,864,1,低频消费,477.0,低消费水平,477.0,单均价值低,864,LANCOME
6331cdfe,0.0,积分低等级,31,青年,274,1,低频消费,105.0,低消费水平,105.0,单均价值低,274,Fancl柜
63328b23,872.0,积分低等级,36,青年,96,2,低频消费,872.0,低消费水平,436.0,单均价值低,96,soho
63364cf0,11457.0,积分中等级,23,青年,1079,7,中频消费,11557.0,中等消费水平,1651.0,单均价值一般,1051,林宝坚尼 柜
6338c8c6,3996.0,积分低等级,31,青年,447,1,低频消费,3996.0,低消费水平,3996.0,单均价值高,447,吉弗雷 柜
633cfdc4,12145.0,积分中等级,49,中年,603,8,中频消费,12645.0,中等消费水平,1580.625,单均价值一般,71,CHANEL
633e433a,127.0,积分低等级,39,青年,94,1,低频消费,880.0,低消费水平,880.0,单均价值一般,94,雅诗兰黛ESTEE LAUDER
633eda70,6236.0,积分低等级,44,中年,1096,2,低频消费,6236.0,低消费水平,3118.0,单均价值一般,952,PawinPaw
633f2686,3899.0,积分低等级,36,青年,985,4,低频消费,3899.0,低消费水平,974.75,单均价值一般,348,CHANEL
633f302b,7090.0,积分低等级,44,中年,935,6,低频消费,7090.0,低消费水平,1181.6666666666667,单均价值一般,26,BIOTHERM
633ff715,11279.0,积分中等级,47,中年,467,3,低频消费,14888.6,中等消费水平,4962.866666666667,单均价值高,403,ICICLE
63425c01,300.0,积分低等级,31,青年,968,1,低频消费,300.0,低消费水平,300.0,单均价值低,968,雅诗兰黛(ESTEE LAUDE
63429eea,2116.0,积分低等级,40,青年,570,1,低频消费,2116.0,低消费水平,2116.0,单均价值一般,543,COMICO
6342fd32,6978.0,积分低等级,47,中年,955,4,低频消费,6978.0,低消费水平,1744.5,单均价值一般,899,多样屋柜
63439e8e,12753.0,积分中等级,43,中年,459,5,低频消费,14753.0,中等消费水平,2950.6,单均价值一般,386,MO&CO.EDITION柜
6347b6f5,12390.0,积分中等级,56,中年,968,4,低频消费,14014.0,中等消费水平,3503.5,单均价值高,64,CANALI柜
63483a28,1080.0,积分低等级,27,青年,1020,1,低频消费,1080.0,低消费水平,1080.0,单均价值一般,1020,兰蔻柜
6349b594,0.0,积分低等级,49,中年,185,1,低频消费,240.1,低消费水平,240.1,单均价值低,185,兰芝柜
634b2d66,0.0,积分低等级,31,青年,1019,1,低频消费,607.61,低消费水平,607.61,单均价值一般,1019,芭比波朗柜
634fb22e,5795.0,积分低等级,34,青年,858,4,低频消费,5795.0,低消费水平,1448.75,单均价值一般,157,OHUI/后
63511e8e,9523.0,积分低等级,33,青年,561,2,低频消费,16707.37,中等消费水平,8353.685,单均价值高,353,LUKA DILONG
6351737f,4920.0,积分低等级,54,中年,363,2,低频消费,4920.0,低消费水平,2460.0,单均价值一般,363,LANCOME
63520ad1,4981.0,积分低等级,42,中年,947,7,中频消费,4981.0,低消费水平,711.5714285714286,单均价值一般,352,soho柜
6355f3f0,26857.0,积分中等级,60,中年,630,7,中频消费,35782.44,中等消费水平,5111.777142857143,单均价值高,85,DOHO柜
6356e00d,2655.0,积分低等级,27,青年,38,3,低频消费,11860.78,中等消费水平,3953.5933333333337,单均价值高,38,I DO
63597a83,42479.0,积分中等级,40,青年,621,22,中频消费,52893.78,中等消费水平,2404.2627272727273,单均价值一般,10,德龙 柜
635dab95,1240.0,积分低等级,33,青年,1054,1,低频消费,1240.0,低消费水平,1240.0,单均价值一般,1054,香奈儿柜
635ecdda,1166.0,积分低等级,62,中年,12,1,低频消费,1166.0,低消费水平,1166.0,单均价值一般,12,YARLOKS（女鞋)
635ef793,16141.0,积分中等级,43,中年,1051,14,中频消费,19919.18,中等消费水平,1422.7985714285714,单均价值一般,38,雅诗兰黛ESTEE LAUDER
63607ad3,1140.0,积分低等级,37,青年,190,3,低频消费,6709.400000000001,低消费水平,2236.4666666666667,单均价值一般,190,周大福柜
6361f132,2424.0,积分低等级,34,青年,430,3,低频消费,20606.0,中等消费水平,6868.666666666667,单均价值高,37,周大福柜
63638b27,5009.0,积分低等级,26,青年,725,8,中频消费,9365.0,低消费水平,1170.625,单均价值一般,588,阿玛尼GIORGIO ARMANI
6363f762,23238.0,积分中等级,45,中年,858,10,中频消费,29029.0,中等消费水平,2902.9,单均价值一般,2,Shu Uemura
636571d1,12016.0,积分中等级,41,中年,216,1,低频消费,60080.0,中等消费水平,60080.0,单均价值高,216,周大福柜
636601cd,220.0,积分低等级,26,青年,1098,1,低频消费,220.0,低消费水平,220.0,单均价值低,1098,香奈儿柜
6369cdd7,3200.0,积分低等级,48,中年,1032,1,低频消费,16000.0,中等消费水平,16000.0,单均价值高,1032,周大福柜
636a67d8,10144.0,积分中等级,49,中年,36,5,低频消费,10144.0,中等消费水平,2028.8,单均价值一般,14,LANCOME
636b8063,0.0,积分低等级,58,中年,261,1,低频消费,1280.0,低消费水平,1280.0,单均价值一般,261,YSL
63725a12,0.0,积分低等级,47,中年,970,2,低频消费,2304.9,低消费水平,1152.45,单均价值一般,970,芭比波朗(BOBBI BROWN
6373e869,48422.0,积分中等级,44,中年,1001,21,中频消费,78220.4,中等消费水平,3724.780952380952,单均价值高,29,LA FEE
637651cc,843.0,积分低等级,54,中年,879,2,低频消费,843.0,低消费水平,421.5,单均价值低,879,F.O.I BITZ
637b18b8,1950.0,积分低等级,41,中年,962,1,低频消费,1950.0,低消费水平,1950.0,单均价值一般,962,HUGO BOSS柜
637d4b4d,60022.0,积分中等级,44,中年,880,15,中频消费,63128.52,中等消费水平,4208.568,单均价值高,4,雅诗兰黛ESTEE LAUDER
63900dda,1798.0,积分低等级,25,青年,971,7,中频消费,9662.5,低消费水平,1380.357142857143,单均价值一般,382,雅诗兰黛ESTEE LAUDER
639239ce,549.0,积分低等级,50,中年,979,2,低频消费,1464.0,低消费水平,732.0,单均价值一般,238,六福柜
63936f19,3312.0,积分低等级,42,中年,18,1,低频消费,3312.0,低消费水平,3312.0,单均价值一般,18,V-GRASS柜
6393c521,233.0,积分低等级,38,青年,1063,1,低频消费,233.0,低消费水平,233.0,单均价值低,1063,和音集合店 柜
63987cfa,0.0,积分低等级,73,老年,103,2,低频消费,1545.3,低消费水平,772.65,单均价值一般,101,Aimer
63999e6f,7999.0,积分低等级,60,中年,1053,6,低频消费,9709.0,低消费水平,1618.1666666666667,单均价值一般,947,CERRUTI 1881 柜
6399c7e5,86413.0,积分中等级,45,中年,999,13,中频消费,86413.0,中等消费水平,6647.153846153846,单均价值高,59,Aimer
639b3d8f,2230.0,积分低等级,48,中年,878,1,低频消费,2230.0,低消费水平,2230.0,单均价值一般,878,ELLE男包专柜
639b9922,1955.0,积分低等级,41,中年,959,2,低频消费,1955.0,低消费水平,977.5,单均价值一般,418,膳魔师柜
639d876e,11250.0,积分中等级,40,青年,26,2,低频消费,11250.0,中等消费水平,5625.0,单均价值高,26,LANCOME
639e208b,0.0,积分低等级,48,中年,1018,1,低频消费,2165.8,低消费水平,2165.8,单均价值一般,1018,兰蔻柜
63a10d83,872.0,积分低等级,43,中年,439,2,低频消费,872.0,低消费水平,436.0,单均价值低,234,ATSUGI
63a14ef8,1700.0,积分低等级,30,青年,870,1,低频消费,1700.0,低消费水平,1700.0,单均价值一般,870,施华洛世奇柜
63a46fdc,0.0,积分低等级,25,青年,130,2,低频消费,4725.9,低消费水平,2362.95,单均价值一般,130,兰芝柜
63a4acca,9620.0,积分低等级,38,青年,1054,2,低频消费,7520.0,低消费水平,3760.0,单均价值高,1054,JuicyCouture柜
63a4c3d5,3440.0,积分低等级,41,中年,381,2,低频消费,3440.0,低消费水平,1720.0,单均价值一般,298,CLARINS
63a4f83f,10160.0,积分中等级,29,青年,917,1,低频消费,10160.0,中等消费水平,10160.0,单均价值高,917,赫莲娜(HR)
63a56b6b,7510.0,积分低等级,50,中年,1034,7,中频消费,7510.0,低消费水平,1072.857142857143,单均价值一般,906,迪奥柜
63a58580,3370.0,积分低等级,37,青年,658,1,低频消费,3370.0,低消费水平,3370.0,单均价值一般,658,GIVENCHY 柜
63a823e9,5550.0,积分低等级,37,青年,649,3,低频消费,5550.0,低消费水平,1850.0,单均价值一般,229,嘉宝柜
63ac1622,5700.0,积分低等级,28,青年,183,6,低频消费,10227.0,中等消费水平,1704.5,单均价值一般,22,CLARINS
63acde19,6975.0,积分低等级,38,青年,38,1,低频消费,6975.0,低消费水平,6975.0,单均价值高,38,LA MER
63ae01a1,54895.0,积分中等级,43,中年,582,14,中频消费,63140.2,中等消费水平,4510.0142857142855,单均价值高,9,JORYA
63b1c5ce,2198.0,积分低等级,30,青年,950,1,低频消费,2198.0,低消费水平,2198.0,单均价值一般,950,DILAKS
63b2ff40,2860.0,积分低等级,37,青年,977,3,低频消费,2860.0,低消费水平,953.3333333333334,单均价值一般,165,碧欧泉(BIOTHERM)
63b30e3b,850.0,积分低等级,42,中年,212,1,低频消费,850.0,低消费水平,850.0,单均价值一般,212,施华洛世奇柜
63b38fb1,4082.0,积分低等级,49,中年,1073,4,低频消费,4082.0,低消费水平,1020.5,单均价值一般,1021,雅诗兰黛柜
63b6d217,18715.0,积分中等级,56,中年,148,1,低频消费,18715.0,中等消费水平,18715.0,单均价值高,148,万宝龙柜(综合转男装)
63b6d2ad,11170.0,积分中等级,40,青年,1033,4,低频消费,11570.0,中等消费水平,2892.5,单均价值一般,479,迪奥柜
63b8482e,8499.0,积分低等级,32,青年,945,7,中频消费,10503.5,中等消费水平,1500.5,单均价值一般,442,施丹兰 柜
63bc6048,0.0,积分低等级,48,中年,101,2,低频消费,10580.4,中等消费水平,5290.2,单均价值高,101,菲仕乐柜
63be3792,23255.0,积分中等级,49,中年,1065,10,中频消费,24825.8,中等消费水平,2482.58,单均价值一般,3,ZUCZUG
63c03c9f,7449.0,积分低等级,28,青年,27,2,低频消费,7449.0,低消费水平,3724.5,单均价值高,27,JUSLA
63c3654e,871.0,积分低等级,43,中年,1011,1,低频消费,3502.0,低消费水平,3502.0,单均价值高,1011,jorya柜
63c4f2e1,45981.0,积分中等级,48,中年,346,7,中频消费,45980.7,中等消费水平,6568.671428571428,单均价值高,3,ELLE柜
63c5aa3f,0.0,积分低等级,26,青年,985,1,低频消费,12.77,低消费水平,12.77,单均价值低,985,宝明堂 农柜
63c65692,2450.0,积分低等级,27,青年,129,1,低频消费,2450.0,低消费水平,2450.0,单均价值一般,129,APM
63c68d02,1119.0,积分低等级,34,青年,922,2,低频消费,1119.0,低消费水平,559.5,单均价值一般,922,兰芝柜
63c743ca,0.0,积分低等级,49,中年,1060,2,低频消费,1279.0,低消费水平,639.5,单均价值一般,1055,LEE童装 柜
63c9f42c,880.0,积分低等级,28,青年,396,1,低频消费,880.0,低消费水平,880.0,单均价值一般,396,LANCOME
63ca76d8,28217.0,积分中等级,44,中年,1033,16,中频消费,30337.0,中等消费水平,1896.0625,单均价值一般,45,雅诗兰黛ESTEE LAUDER
63ccac8b,1979.0,积分低等级,29,青年,1049,1,低频消费,1979.0,低消费水平,1979.0,单均价值一般,1049,Ecco柜
63cdc9e1,2.0,积分低等级,49,中年,1052,1,低频消费,5002.0,低消费水平,5002.0,单均价值高,1052,双立人柜
63cde637,1754.0,积分低等级,28,青年,535,4,低频消费,2047.02,低消费水平,511.755,单均价值一般,325,PANDORA柜
63cefaeb,10767.0,积分中等级,42,中年,200,3,低频消费,17211.0,中等消费水平,5737.0,单均价值高,130,COACH 柜
63d05b89,26977.0,积分中等级,54,中年,914,16,中频消费,29570.78,中等消费水平,1848.17375,单均价值一般,4,LIU JO 柜
63d1f64b,45752.0,积分中等级,44,中年,1067,17,中频消费,51228.5,中等消费水平,3013.4411764705883,单均价值一般,39,CAGLIWASH
63d5f040,4014.0,积分低等级,33,青年,1022,5,低频消费,12229.34,中等消费水平,2445.868,单均价值一般,977,吉弗雷 柜
63d63f38,4658.0,积分低等级,42,中年,259,1,低频消费,4658.0,低消费水平,4658.0,单均价值高,259,C31 ROTC
63d8705e,1503.0,积分低等级,31,青年,748,1,低频消费,1503.0,低消费水平,1503.0,单均价值一般,748,启才柜
63d9477d,300.0,积分低等级,37,青年,381,1,低频消费,300.0,低消费水平,300.0,单均价值低,381,Dior
63dc967f,10129.0,积分中等级,34,青年,566,7,中频消费,11943.0,中等消费水平,1706.142857142857,单均价值一般,278,CLARINS
63df90b2,5380.0,积分低等级,48,中年,1013,4,低频消费,5380.0,低消费水平,1345.0,单均价值一般,451,Jurlique
63df93ff,1270.0,积分低等级,36,青年,1071,1,低频消费,1270.0,低消费水平,1270.0,单均价值一般,1071,迪奥柜
63df9a55,3983.0,积分低等级,34,青年,725,4,低频消费,8883.0,低消费水平,2220.75,单均价值一般,186,兰芝柜
63e435dd,10707.0,积分中等级,54,中年,1087,1,低频消费,53535.0,中等消费水平,53535.0,单均价值高,1087,谢瑞麟柜
63e8ba9c,1166.0,积分低等级,58,中年,957,1,低频消费,1166.0,低消费水平,1166.0,单均价值一般,957,ENWEIS
63e8d919,9648.0,积分低等级,78,老年,866,2,低频消费,9648.0,低消费水平,4824.0,单均价值高,865,菲仕乐柜
63e9aff4,1717.0,积分低等级,36,青年,861,1,低频消费,1717.0,低消费水平,1717.0,单均价值一般,861,SHE'S
63ea13c8,2250.0,积分低等级,55,中年,115,1,低频消费,2250.0,低消费水平,2250.0,单均价值一般,115,TUMI（新）
63ea75dc,78409.0,积分中等级,51,中年,946,16,中频消费,137769.14,高消费水平,8610.57125,单均价值高,18,soho
63ef495e,280.0,积分低等级,38,青年,69,1,低频消费,280.0,低消费水平,280.0,单均价值低,69,Shu Uemura
63f9e9b9,4559.0,积分低等级,42,中年,1068,2,低频消费,4559.0,低消费水平,2279.5,单均价值一般,946,吉弗雷 柜
63fbae8a,3465.0,积分低等级,41,中年,223,1,低频消费,3465.0,低消费水平,3465.0,单均价值一般,223,COACH 柜
63fd94bb,1094.0,积分低等级,51,中年,896,1,低频消费,1094.0,低消费水平,1094.0,单均价值一般,896,VME柜
640099cf,20947.0,积分中等级,38,青年,631,12,中频消费,20947.0,中等消费水平,1745.5833333333333,单均价值一般,66,OHUI/后
6400bf3e,10887.0,积分中等级,54,中年,647,9,中频消费,19804.8,中等消费水平,2200.5333333333333,单均价值一般,227,Marisfrolg
64019e1f,22937.0,积分中等级,57,中年,947,12,中频消费,28220.02,中等消费水平,2351.6683333333335,单均价值一般,68,Wacoal
640c045c,24967.0,积分中等级,40,青年,1051,7,中频消费,24967.0,中等消费水平,3566.714285714286,单均价值高,233,DAZZLE DIANMOND柜
641440d1,8823.0,积分低等级,33,青年,536,4,低频消费,8823.0,低消费水平,2205.75,单均价值一般,343,LANCOME
64146dd0,4180.0,积分低等级,58,中年,1050,2,低频消费,4180.0,低消费水平,2090.0,单均价值一般,342,登喜路(Dunhill)
6418b98d,1720.0,积分低等级,56,中年,2,1,低频消费,1720.0,低消费水平,1720.0,单均价值一般,2,S.T.Dupont、Ostrich
641d074a,16546.0,积分中等级,43,中年,993,5,低频消费,16546.0,中等消费水平,3309.2,单均价值一般,966,罗莱柜
641e354a,1120.0,积分低等级,35,青年,953,2,低频消费,1120.0,低消费水平,560.0,单均价值一般,608,YSL
641f3e57,56472.0,积分中等级,29,青年,662,38,高频消费,75640.72,中等消费水平,1990.5452631578949,单均价值一般,0,阿玛尼GIORGIO ARMANI
6421bfc0,14764.0,积分中等级,40,青年,355,5,低频消费,15802.8,中等消费水平,3160.56,单均价值一般,72,V-GRASS柜
64288ba0,620.0,积分低等级,24,青年,1077,1,低频消费,620.0,低消费水平,620.0,单均价值一般,1077,迪奥柜
6428b296,200.0,积分低等级,31,青年,912,1,低频消费,200.0,低消费水平,200.0,单均价值低,912,科颜氏(Kiehl's)
642a7cd8,0.0,积分低等级,40,青年,75,1,低频消费,1439.0,低消费水平,1439.0,单均价值一般,75,EP
